what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1363551978332
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1363551978348
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1363551978363
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1363551978363
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1363551978394
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1363551978410
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1363551978441
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1363551978457
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1363551978488
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1363551978519
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1363551978550
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1363551978566
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1363551978597
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1363551978597
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1363551978628
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1363551978660
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1363551978691
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1363551978691
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1363551978706
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1363551978753
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1363551978769
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1363551978800
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1363551978816
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1363551978831
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1363551978847
os,sysinfo,,,"win32",1363551978847
arch,sysinfo,,,"x86_64",1363551978847
ws,sysinfo,,,"win32",1363551978847
locale,sysinfo,,,"en_US",1363551978847
processors,sysinfo,,,"2",1363551978847
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1363551978847
java.runtime.version,sysinfo,,,"1.7.0_13-b20",1363551978847
java.specification.name,sysinfo,,,"Java Platform API Specification",1363551978847
java.specification.vendor,sysinfo,,,"Oracle Corporation",1363551978847
java.specification.version,sysinfo,,,"1.7",1363551978847
java.vendor,sysinfo,,,"Oracle Corporation",1363551978847
java.version,sysinfo,,,"1.7.0_13",1363551978847
java.vm.info,sysinfo,,,"mixed mode",1363551978847
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1363551978847
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1363551978847
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1363551978847
java.vm.specification.version,sysinfo,,,"1.7",1363551978847
java.vm.vendor,sysinfo,,,"Oracle Corporation",1363551978847
java.vm.version,sysinfo,,,"23.7-b01",1363551978847
started,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1363551978878
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1363551979798
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1363551979939
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1363551980017
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1363551980126
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1363551980282
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1363551980469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363551984494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363551990206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363552501479
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363552735339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363552737804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363552748209
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1363552753263
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363553394471
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363553394549
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363553466029
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1363553477682
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1363553478446
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1363553478805
started,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1363553482736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363553484327
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363553512454
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363553536698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363553568927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363553587741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363553605027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363553606431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363554543899
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363554827336
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363554827726
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363554827835
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1363554827835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363554859019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363554869284
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363554869581
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363554869627
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1363554869627
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1363555088355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363555090773
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363555095375
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363555096686
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363555107668
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363555114329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363555162674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363555594904
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363555602081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363563828210
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565082484
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565088381
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565093544
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1363565101625
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1363565101812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363565183353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363565185132
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565192386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565205896
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565273554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565281213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565286096
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565286330
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565286377
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1363565286377
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565312351
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565312351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565315066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565319527
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565319777
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565319824
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1363565319824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363565366421
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565368542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363565559315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363565576179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1363565576444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565598986
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565608845
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565608954
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1363565608954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363565679513
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565683554
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565725377
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565725424
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565733365
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565733411
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363565812738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363565845248
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363565873515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565931033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363565948037
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363566006491
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363566053353
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363566057083
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363566097705
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363566102370
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363566127189
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363566129748
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363566134209
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363566135395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363566139451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363566143788
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363566153569
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363566188218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363566196954
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363566259090
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363566266125
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363566284284
