what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362940183312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362940730901
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362940732258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947255015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947292876
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947293625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947345667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947361204
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947363031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947391516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947529627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362947610638
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362947618001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362947622026
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947624990
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947640793
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947743878
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947743941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947776202
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362947813455
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947836544
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947842050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362947857026
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947858306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362947870053
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362947884623
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362947884982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362947885231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362947887400
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947889350
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947898616
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362947900831
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947906962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362947915402
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362947916790
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362947919520
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362947921938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362947926852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362948023588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362948045412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362948118531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362948136830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362948180027
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362948181025
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362948192554
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362948192601
