what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633237689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633254568
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633256487
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633278124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633354923
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363633356358
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363633359167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633364565
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633374892
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363633379901
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1363633397856
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633452550
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633496355
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633507228
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633516495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363633743179
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363633746564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633767624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633789308
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633884937
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633912268
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633915903
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363633929990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633956416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363633974512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363634040345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363634048457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1363634061015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363634063309
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363634108798
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1363634158282
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1363634159436
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1363634181838
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363634185550
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363634223396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363634243068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1363634277748
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363634281476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363634365030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363634404092
