what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878456974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1362878457006
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878476522
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878675454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878702988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362878753159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362878760818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878776871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878786324
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362878795311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1362878798649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362878805747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878809086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878826761
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362878830599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878833189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362878880940
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1362879075209
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1362879114942
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1362879124255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879128124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879142913
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362879150620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362879155113
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879207763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879216655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879225002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879235501
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879242662
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879249698
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879254831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879263255
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362879313520
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879314799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362879323644
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362879614600
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362879615521
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879643429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879651931
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879652071
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879652165
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879654755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1362879655909
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362879657672
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879660371
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1362879662492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362879663069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879670807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362879677437
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879677531
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879677609
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879679949
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1362879680916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362879681914
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879683084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1362879684317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362879684644
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362879693521
