what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855442763
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855442919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855443075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855443247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855443403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855443574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855443746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855443902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855444089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362855444479
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855449097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855600776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855609808
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855611914
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1362855611930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855614956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855622382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1362855622397
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362855634472
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362855634565
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855636094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1362855637202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1362855638278
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1362855639947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362855641039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855646406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855648013
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855649151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855704656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855706747
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855730864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855751566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855758274
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855766838
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855767103
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855767150
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855771050
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855797866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1362855799723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1362855800175
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855846507
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855847334
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855903993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855924180
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855928860
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855929016
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855929063
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855932323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362855938220
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855938329
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362855938392
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856010198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856011618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856012476
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856012694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856012772
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856012788
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362856018388
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856018420
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362856061881
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362856095749
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362856106185
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1362856135045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856136340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856137073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856149304
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856152134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856152228
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856152243
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362856157398
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856157428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856158604
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856160118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1362856160165
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856160180
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362856163459
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1362856163490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856165066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856165456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856165799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856166158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856166938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856167297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856167437
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856167656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856167936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856168108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856168467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856168810
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856169122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856169294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856169450
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856169762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856170183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1362856171072
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1362856172726
